Item,Price,Date,Type of food 
Sugar,0.628,2018-05-01,Carbohydrates 
Sugar,0.58,2019-05-01,Carbohydrates 
Sugar,0.647,2020-05-01,Carbohydrates 
Sugar,0.675,2021-05-01,Carbohydrates 
Sugar,0.745,2022-05-01,Carbohydrates 
Sugar,0.899,2023-05-01,Carbohydrates 
Sugar,1.001,2024-05-01,Carbohydrates 
Sugar,0.61,2014-06-01,Carbohydrates 
Sugar,0.646,2015-06-01,Carbohydrates 
Sugar,0.641,2016-06-01,Carbohydrates 
Sugar,0.659,2017-06-01,Carbohydrates 
Sugar,0.629,2018-06-01,Carbohydrates 
Sugar,0.586,2019-06-01,Carbohydrates 
Sugar,0.626,2020-06-01,Carbohydrates 
Sugar,0.675,2021-06-01,Carbohydrates 
Sugar,0.765,2022-06-01,Carbohydrates 
Sugar,0.918,2023-06-01,Carbohydrates 
Sugar,1.004,2024-06-01,Carbohydrates 
Sugar,0.596,2014-07-01,Carbohydrates 
Sugar,0.656,2015-07-01,Carbohydrates 
Sugar,0.646,2016-07-01,Carbohydrates 
Sugar,0.659,2017-07-01,Carbohydrates 
Sugar,0.63,2018-07-01,Carbohydrates 
Sugar,0.589,2019-07-01,Carbohydrates 
Sugar,0.627,2020-07-01,Carbohydrates 
Sugar,0.686,2021-07-01,Carbohydrates 
Sugar,0.791,2022-07-01,Carbohydrates 
Sugar,0.932,2023-07-01,Carbohydrates 
Sugar,1.004,2024-07-01,Carbohydrates 
Sugar,0.599,2014-08-01,Carbohydrates 
Sugar,0.654,2015-08-01,Carbohydrates 
Sugar,0.653,2016-08-01,Carbohydrates 
Sugar,0.658,2017-08-01,Carbohydrates 
Sugar,0.628,2018-08-01,Carbohydrates 
Sugar,0.589,2019-08-01,Carbohydrates 
Sugar,0.629,2020-08-01,Carbohydrates 
Sugar,0.681,2021-08-01,Carbohydrates 
Sugar,0.821,2022-08-01,Carbohydrates 
Sugar,0.95,2023-08-01,Carbohydrates 
Sugar,1.004,2024-08-01,Carbohydrates 
Sugar,0.608,2014-09-01,Carbohydrates 
Sugar,0.656,2015-09-01,Carbohydrates 
Sugar,0.653,2016-09-01,Carbohydrates 
Sugar,0.67,2017-09-01,Carbohydrates 
Sugar,0.629,2018-09-01,Carbohydrates 
Sugar,0.596,2019-09-01,Carbohydrates 
Sugar,0.63,2020-09-01,Carbohydrates 
Sugar,0.688,2021-09-01,Carbohydrates 
Sugar,0.837,2022-09-01,Carbohydrates 
Sugar,0.971,2023-09-01,Carbohydrates 
Sugar,1.007,2024-09-01,Carbohydrates 
Sugar,0.616,2014-10-01,Carbohydrates 
Sugar,0.662,2015-10-01,Carbohydrates 
Sugar,0.63,2016-10-01,Carbohydrates 
Sugar,0.664,2017-10-01,Carbohydrates 
Sugar,0.602,2018-10-01,Carbohydrates 
Sugar,0.589,2019-10-01,Carbohydrates 
Sugar,0.634,2020-10-01,Carbohydrates 
Sugar,0.713,2021-10-01,Carbohydrates 
Sugar,0.846,2022-10-01,Carbohydrates 
Sugar,0.963,2023-10-01,Carbohydrates 
Sugar,1.003,2024-10-01,Carbohydrates 
Sugar,0.612,2014-11-01,Carbohydrates 
Sugar,0.641,2015-11-01,Carbohydrates 
Sugar,0.618,2016-11-01,Carbohydrates 
Sugar,0.64,2017-11-01,Carbohydrates 
Sugar,0.602,2018-11-01,Carbohydrates 
Sugar,0.589,2019-11-01,Carbohydrates 
Sugar,0.66,2020-11-01,Carbohydrates 
Sugar,0.687,2021-11-01,Carbohydrates 
Sugar,0.846,2022-11-01,Carbohydrates 
Sugar,0.958,2023-11-01,Carbohydrates 
Sugar,1,2024-11-01,Carbohydrates 
Sugar,0.614,2014-12-01,Carbohydrates 
Sugar,0.642,2015-12-01,Carbohydrates 
Sugar,0.614,2016-12-01,Carbohydrates 
Sugar,0.646,2017-12-01,Carbohydrates 
Sugar,0.573,2018-12-01,Carbohydrates 
Sugar,0.589,2019-12-01,Carbohydrates 
Sugar,0.674,2020-12-01,Carbohydrates 
Sugar,0.691,2021-12-01,Carbohydrates 
Sugar,0.844,2022-12-01,Carbohydrates 
Sugar,0.956,2023-12-01,Carbohydrates 
Sugar,0.992,2024-12-01,Carbohydrates 
